,anno,provincia,comune,giorno,organo_di_rilevazione,localizzazione_incidente,denominazione_della_strada,tronco_di_strada_o_autostrada,tipo_di_strada,pavimentazione,intersezione_o_non_interse3,fondo_stradale,segnaletica,condizioni_meteorologiche,natura_incidente,tipo_veicolo_a,tipo_veicoli__b_,tipo_veicolo__c_,veicolo__a____circostanze_10,veicolo__a____circostanze_11,veicolo__b____circostanze_13,veicolo__b____circostanze_14,veicolo__a___anno_immatric18,immatricolazione_veicolo__b_,immatricolazione_veicolo__c_,veicolo__a___et__conducente,veicolo__a___sesso_conducente,veicolo__a___esito_conducente,veicolo__a___patente_condu29,veicolo__a___anno_rilascio30,veicolo__a___passeggeri_an35,veicolo__a___et__passegger36,veicolo__a___sesso_passegg37,veicolo__a___esito_passegg38,veicolo__a___et__passegger39,veicolo__a___sesso_passegg40,veicolo__a___esito_passegg41,veicolo__a___et__passegger42,veicolo__a___sesso_passegg43,veicolo__a___esito_passegg44,veicolo__a___et__passegger45,veicolo__a___sesso_passegg46,veicolo__a___altri_passegg47,veicolo__a___altri_passegg48,veicolo__a___altri_passegg49,veicolo__a___altri_passegg50,veicolo__b___et__conducente,veicolo__b___sesso_conducente,veicolo__b___esito_conducente,veicolo__b___patente_condu51,veicolo__b___anno_rilascio52,veicolo__b___passeggeri_an57,veicolo__b___et__passegger58,veicolo__b___sesso_passegg59,veicolo__b___esito_passegg60,veicolo__b___et__passegger61,veicolo__b___sesso_passegg62,veicolo__b___esito_passegg63,veicolo__b___et__passegger64,veicolo__b___sesso_passegg65,veicolo__b___esito_passegg66,veicolo__b___et__passegger67,veicolo__b___sesso_passegg68,veicolo__b___altri_passegg69,veicolo__b___altri_passegg70,veicolo__b___altri_passegg71,veicolo__b___altri_passegg72,veicolo__c___et__conducente,veicolo__c___sesso_conducente,veicolo__c___esito_conducente,veicolo__c___patente_condu73,veicolo__c___anno_rilascio74,veicolo__c___passeggeri_an79,veicolo__c___et__passegger80,veicolo__c___sesso_passegg81,veicolo__c___esito_passegg82,veicolo__c___et__passegger83,veicolo__c___sesso_passegg84,veicolo__c___esito_passegg85,veicolo__c___et__passegger86,veicolo__c___sesso_passegg87,veicolo__c___esito_passegg88,veicolo__c___et__passegger89,veicolo__c___sesso_passegg90,veicolo__c___altri_passegg91,veicolo__c___altri_passegg92,veicolo__c___altri_passegg93,veicolo__c___altri_passegg94,pedone_morto_1__sesso,pedone_morto_1__et_,pedone_ferito_1__sesso,pedone_ferito_1__et_,pedone_morto_2__sesso,pedone_morto_2__et_,pedone_ferito_2__sesso,pedone_ferito_2__et_,pedone_morto_3__sesso,pedone_morto_3__et_,pedone_ferito_3__sesso,pedone_ferito_3__et_,pedone_morto_4__sesso,pedone_morto_4__et_,pedone_ferito_4__sesso,pedone_ferito_4__et_,altri_veicoli_coinvolti,morti_maschi_coinvolti_su_95,morti_femmine_coinvolti_su96,feriti_maschi_coinvolti_su97,feriti_femmine_coinvolti_s98,morti_entro_24_ore,morti_entro_30_giorni,feriti,descrizione_strada,Ora,chilometri,ettometrica,trimestre
114901,16,15,146,1,4,1,   ,12,3,1,4,2,4,1,1,16,01,  ,06,  ,01,  ,           ,2011       ,           ,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(1981,1986]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazzale Principessa Clotilde incrocio via Castelfidardo ,23,0000,000,4
115414,16,15,146,6,4,1,   ,12,2,1,1,2,4,3,2,1,04,  ,05,  ,01,  ,2015       ,           ,           ,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,1,"(1996,2001]",2,30-44,3,2,18-29,3,2,30-44,3,2,30-44,3,0,0,4,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,9,via Oldofredi Ercole incrocio via Keplero Giovanni       ,9,0000,000,1
115415,16,15,146,2,4,1,   ,12,4,1,4,2,4,1,2,1,14,  ,11,  ,08,  ,"(1991,1996]",           ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,3,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,1,0,0,via Castellammare incrocio la medesima via               ,18,0000,000,1
115416,16,15,146,4,4,1,   ,12,2,1,7,1,4,1,2,16,01,  ,22,  ,20,  ,           ,           ,           ,45-54,1,2,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Giovanni Pierluigi da Palestrina, 14                 ",9,0000,000,1
115417,16,15,146,4,4,1,   ,12,2,1,4,1,4,1,2,1,01,  ,02,  ,02,  ,"(2001,2006]","(2001,2006]",           ,18-29,2,2,2,"(2011,2016]", ,     , ,2,55-64,3, ,     , , ,     , ,0,0,0,0,30-44,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via san vigilio incrocio viale Famagosta                 ,13,0000,000,1
115418,16,15,146,4,4,1,   ,12,4,1,7,1,4,1,5,16,  ,  ,00,  ,00,  ,"(2001,2006]",           ,           ,30-44,1,2,9,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,45-54, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"viale Toscana, 31                                        ",11,0000,000,1
115420,16,15,146,7,4,1,   ,12,4,1,4,1,4,1,4,1,01,  ,11,  ,01,  ,           ,           ,           ,45-54,1,1,2,"(1976,1981]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via dei Missaglia incrocio via D'Ascanio Corradino       ,18,0000,000,1
115421,16,15,146,1,4,1,   ,12,1,1,3,2,4,3,5,16,  ,  ,49,  ,51,  ,2011       ,           ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Anfossi Augusto incrocio via Sciesa Amatore          ,21,0000,000,1
115422,16,15,146,2,4,1,   ,12,2,1,1,1,4,1,4,1,08,  ,03,  ,01,  ,2007       ,"(2001,2006]",           ,30-44,2,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Meda Giuseppe incrocio via Carcano Giulio            ,13,0000,000,1
115423,16,15,146,3,4,1,   ,12,2,1,7,1,4,1,10,16,  ,  ,71,  ,75,  ,2010       ,           ,           ,30-44,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Procaccini, 44                                       ",23,0000,000,1
115424,16,15,146,5,4,1,   ,12,2,1,3,1,4,1,5,1,  ,  ,40,  ,43,  ,"(2001,2006]",           ,           ,30-44,2,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,15-17, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Porpora Nicola incrocio via Accademia                ,15,0000,000,1
115425,16,15,146,5,4,1,   ,12,3,1,7,1,4,1,4,1,01,01,22,  ,20,  ,2012       ,2011       ,2008       ,55-64,1,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"viale Bianca Maria, 41                                   ",17,0000,000,1
115426,16,15,146,5,4,1,   ,12,2,1,3,2,4,3,5,1,  ,  ,49,  ,53,  ,"(2001,2006]",           ,           ,55-64,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,45-54, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Venini Giulio e Corrado incrocio via Marocco Pietro  ,23,0000,000,1
115427,16,15,146,6,4,1,   ,12,4,1,4,2,4,1,11,16,  ,  ,00,  ,00,  ,2009       ,           ,           ,18-29,2,2,5,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via della Moscova incrocio via San Marco                 ,6,0000,000,1
115428,16,15,146,7,4,1,   ,12,1,1,2,2,4,3,2,16,01,  ,03,  ,01,  ,2010       ,2013       ,           ,45-54,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazza Maggi Gianantonio incrocio via del Mare           ,21,0000,000,1
115429,16,15,146,2,4,1,   ,12,3,1,4,1,4,1,3,1,14,  ,15,  ,01,  ,"(2001,2006]",           ,           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazzale Giulio Cesare incrocio il medesimo piazzale     ,10,0000,000,1
115430,16,15,146,2,4,1,   ,12,2,1,3,1,4,1,3,16,01,  ,01,  ,02,  ,"(2001,2006]","(2001,2006]",           ,45-54,1,2,2,"(1981,1986]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Petrarca Francesco incrocio via Monti Vincenzo       ,17,0000,000,1
115431,16,15,146,4,4,1,   ,12,3,1,3,1,4,1,2,1,14,  ,06,  ,01,  ,2011       ,           ,           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazzale Crivellone incrocio via Lorenzo di Credi        ,14,0000,000,1
115432,16,15,146,5,4,1,   ,12,2,1,1,1,4,1,2,16,01,  ,01,  ,04,  ,           ,2009       ,           ,30-44,1,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Cervignano incrocio via Monte Ortigara               ,9,0000,000,1
115433,16,15,146,5,4,1,   ,12,2,1,7,1,4,1,5,8,  ,  ,49,  ,53,  ,2010       ,           ,           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Senato, 12                                           ",15,0000,000,1
115434,16,15,146,6,4,1,   ,12,2,1,7,2,2,3,10,16,  ,  ,70,  ,73,  ,2012       ,           ,           ,18-29,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Settembrini Luigi, 47                                ",2,0000,000,1
115472,16,15,146,2,4,1,   ,12,3,1,3,1,4,1,5,14,  ,  ,43,  ,55,  ,           ,           ,           ,18-29,1,1,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,55-64, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Pelitti Giuseppe incrocio viale Monza                ,21,0000,000,1
115473,16,15,146,3,4,1,   ,12,1,1,7,1,4,1,10,14,  ,  ,71,  ,75,  ,           ,           ,           ,30-44,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Dante, 12                                            ",18,0000,000,1
115474,16,15,146,4,4,1,   ,12,4,1,4,1,4,1,2,1,01,  ,01,  ,03,  ,2014       ,"(2001,2006]",           ,45-54,1,2,4,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,viale Sauro Nazario incrocio viale Zara                  ,14,0000,000,1
115475,16,15,146,4,4,1,   ,12,1,1,7,1,4,1,5,16,  ,  ,40,  ,50,  ,           ,           ,           ,65+  ,1,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,65+  , ,     ,4,65+  , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Boscovich Ruggero, 42                                ",15,0000,000,1
115476,16,15,146,5,4,1,   ,12,2,1,4,1,4,1,10,16,  ,  ,70,  ,73,  ,2007       ,           ,           ,45-54,1,2,3,"(1981,1986]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via fratelli Gorlini incrocio via Lampugnano             ,10,0000,000,1
115477,16,15,146,5,4,1,   ,12,2,1,4,1,4,1,2,15,01,  ,01,  ,15,  ,2013       ,2012       ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Cadore incrocio corso Ventidue Marzo                 ,21,0000,000,1
115478,16,15,146,6,4,1,   ,12,4,1,3,1,4,1,2,1,14,  ,01,  ,02,  ,"(2001,2006]",           ,           ,30-44,2,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,corso Lodi incrocio via Oglio                            ,11,0000,000,1
115479,16,15,146,6,4,1,   ,12,3,1,3,1,4,1,5,1,  ,  ,41,  ,51,  ,           ,           ,           ,55-64,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Bellini Gentile incrocio via Vespri Siciliani        ,20,0000,000,1
115480,16,15,146,7,4,1,   ,12,4,1,1,2,4,1,2,1,03,  ,04,  ,01,  ,2010       ,2011       ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,2,2,"(2011,2016]", ,     , ,2,18-29,3,2,30-44,3,2,30-44,3,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,4,viale Filippetti Angelo incrocio via Ripamonti Giuseppe  ,6,0000,000,1
115481,16,15,146,7,4,1,   ,12,2,1,4,1,4,1,2,14,01,  ,07,  ,01,  ,           ,2008       ,           ,55-64,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(1976,1981]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Caldara Emilio incrocio via Curtatone              ,19,0000,000,1
115482,16,15,146,3,4,1,   ,12,3,1,3,1,4,1,2,3,16,  ,06,  ,01,  ,2012       ,2016       ,           ,55-64,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,2,"(1981,1986]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via del Caravaggio Michelangelo Merisi incrocio via Dezza,10,0000,000,1
115483,16,15,146,3,4,1,   ,12,3,1,7,1,4,1,3,1,15,  ,21,  ,20,  ,2016       ,2013       ,           ,18-29,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Giambellino, 115                                     ",23,0000,000,1
115484,16,15,146,4,4,1,   ,12,2,1,2,1,4,1,10,14,  ,  ,70,  ,70,  ,           ,           ,           ,55-64,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Rucellai Bernardo incrocio via Breda Ernesto         ,8,0000,000,1
115485,16,15,146,4,4,1,   ,12,1,1,7,1,4,1,4,1,15,  ,22,  ,20,  ,"(2001,2006]","(2001,2006]",           ,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,0,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Bezzi Ergisto, 2                                   ",13,0000,000,1
115486,16,15,146,5,4,1,   ,12,3,1,4,1,4,1,2,1,16,  ,17,  ,01,  ,2014       ,2015       ,           ,45-54,1,1,2,"(1976,1981]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,4,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Antonini Giacomo incrocio via Ferrari Virgilio       ,12,0000,000,1
115487,16,15,146,6,4,1,   ,12,2,1,4,1,4,1,2,1,01,  ,04,  ,01,  ,2016       ,2008       ,           ,18-29,1,2,2,"(2006,2011]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,18-29,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,via Teodosio incrocio via Vallazze                       ,4,0000,000,1
115488,16,15,146,6,4,1,   ,12,4,1,7,1,4,1,3,17,01,  ,21,  ,20,  ,2010       ,"(2001,2006]",           ,18-29,2,2,1,"(2011,2016]", ,     , ,2,18-29,4, ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"viale Campania, palo luce 16                             ",15,0000,000,1
115489,16,15,146,1,4,1,   ,12,3,1,8,1,4,1,10,16,  ,  ,72,  ,75,  ,           ,           ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via del Futurismo, palo luce 30                          ",17,0000,000,1
115490,16,15,146,1,4,1,   ,12,2,1,2,1,4,1,8,1,  ,  ,64,  ,65,  ,"(2001,2006]",           ,           ,30-44,1,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Toffetti Vincenzo incrocio via Boncompagni Carlo     ,23,0000,000,1
115491,16,15,146,4,4,1,   ,12,2,1,4,1,4,1,3,1,16,  ,04,  ,01,  ,2015       ,2015       ,           ,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via S.Rita da Cascia incrocio via Tobagi Walter          ,16,0000,000,1
115492,16,15,146,4,4,1,   ,12,4,1,4,1,4,1,2,16,15,  ,02,  ,01,  ,2009       ,2015       ,           ,45-54,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,0,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Antonini Giacomo incrocio via Ferrari Virgilio       ,17,0000,000,1
115493,16,15,146,1,4,1,   ,12,2,1,3,2,4,3,5,1,  ,  ,49,  ,53,  ,2013       ,           ,           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Ricciarelli Daniele incrocio via Gigante Giacinto    ,22,0000,000,2
115494,16,15,146,2,4,1,   ,12,4,1,7,1,4,1,10,16,  ,  ,70,  ,73,  ,"(2001,2006]",           ,           ,45-54,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Misurata, 65                                       ",11,0000,000,2
115495,16,15,146,2,4,1,   ,12,2,1,7,1,4,1,5,1,  ,  ,45,  ,53,  ,"(2001,2006]",           ,           ,18-29,1,1,9,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Losanna, 24                                          ",13,0000,000,2
